protein_id,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome_Vacuole,Golgi apparatus,Peroxisome
KR197_HUMAN,0.467799991,0.534200013,0.086099997,0.157399997,0.355599999,0.0102,0.58859998,0.145999998,0.0189,0.0069
PTHB1_HUMAN,0.542500019,0.524200022,0.0142,0.166800007,0.0239,0.0006,0.225899994,0.231000006,0.390399992,0.0035
GNPTA_HUMAN,0.136899993,0.147,0.233600006,0.328900009,0.051399998,0.0078,0.67750001,0.357800007,0.879899979,0.0294
MGT5B_HUMAN,0.188500002,0.189099997,0.369399995,0.227300003,0.029899999,0.0024,0.453900009,0.253800005,0.93779999,0.0036
GRDN_HUMAN,0.725899994,0.249899998,0.0451,0.502200007,0.128900006,0.024499999,0.198200002,0.264999986,0.336600006,0.035999998
T176B_HUMAN,0.189500004,0.123300001,0.064300001,0.813199997,0.1149,0.0034,0.153099999,0.658200026,0.410699993,0.0105
TBRG1_HUMAN,0.473699987,0.872300029,0.028100001,0.028999999,0.056699999,0.0143,0.037300002,0.128900006,0.0557,0.0009
RABL6_HUMAN,0.4639,0.586499989,0.036899999,0.393099993,0.061900001,0.0009,0.194999993,0.279500008,0.216100007,0.0126
VMA21_HUMAN,0.077200003,0.140599996,0.087899998,0.214399993,0.3486,0.0561,0.890699983,0.212200001,0.552399993,0.022299999
TBB8_HUMAN,0.733200014,0.287999988,0.075300001,0.210199997,0.227699995,0.0038,0.244100004,0.157600001,0.112300001,0.0106
TIM50_HUMAN,0.139300004,0.177200004,0.049400002,0.118199997,0.940800011,0.0104,0.161200002,0.049600001,0.077100001,0.057300001
ZACN_HUMAN,0.162300006,0.0766,0.155100003,0.79430002,0.0361,0.0043,0.407299995,0.334399998,0.219099998,0.0125
PAR15_HUMAN,0.666000009,0.47389999,0.377099991,0.235200003,0.180299997,0.0131,0.0656,0.287200004,0.213100001,0.035100002
PAR14_HUMAN,0.629800022,0.457199991,0.312099993,0.292600006,0.375499994,0.0115,0.074600004,0.282900006,0.177399993,0.0348
CC153_HUMAN,0.714699984,0.444900006,0.188099995,0.280000001,0.188199997,0.0097,0.077399999,0.177499995,0.514900029,0.0027
PKHN1_HUMAN,0.616599977,0.298599988,0.082000002,0.666499972,0.287800014,0.001,0.278100014,0.587000012,0.384200007,0.0231
CP100_HUMAN,0.739000022,0.389800012,0.030999999,0.130199999,0.081799999,0.0007,0.117799997,0.235599995,0.321999997,0.0031
TIGIT_HUMAN,0.214200005,0.1285,0.167300001,0.919399977,0.074199997,0.0013,0.27790001,0.300999999,0.252499998,0.138400003
RN212_HUMAN,0.418500006,0.732599974,0.0403,0.046700001,0.134399995,0.0017,0.129500002,0.165800005,0.174999997,0.0075
S36A2_HUMAN,0.130600005,0.062399998,0.0189,0.742500007,0.186900005,0.006,0.429199994,0.713199973,0.350899994,0.0141
USH1G_HUMAN,0.563000023,0.369300008,0.016000001,0.201499999,0.1162,0.0028,0.1175,0.097599998,0.098200001,0.0008
MMEL1_HUMAN,0.249300003,0.1087,0.519400001,0.757499993,0.0502,0.0019,0.184799999,0.271299988,0.455599993,0.081200004
FUT11_HUMAN,0.221900001,0.1523,0.746500015,0.206300005,0.158800006,0.0102,0.551800013,0.345999986,0.653400004,0.029899999
SPAS1_HUMAN,0.718999982,0.427100003,0.035999998,0.3037,0.377900004,0.0195,0.157499999,0.213699996,0.246700004,0.248199999
CLM2_HUMAN,0.171299994,0.114799999,0.341100007,0.771499991,0.042100001,0.0002,0.326900005,0.116499998,0.152999997,0.162300006
SV2C_HUMAN,0.177300006,0.194700003,0.0188,0.635399997,0.0579,0.0061,0.419200003,0.39289999,0.246999994,0.127800003
PLK5_HUMAN,0.642499983,0.658599973,0.070200004,0.337599993,0.210899994,0.0059,0.309799999,0.128800005,0.063000001,0.01
GLTL6_HUMAN,0.162200004,0.096000001,0.381700009,0.259000003,0.062600002,0.0132,0.396699995,0.1822,0.969900012,0.0139
GLYR1_HUMAN,0.358399987,0.837400019,0.070100002,0.072999999,0.071699999,0.0026,0.077,0.0854,0.0283,0.0038
CCD14_HUMAN,0.740800023,0.45449999,0.076700002,0.1347,0.105899997,0.0036,0.131899998,0.151099995,0.311100006,0.0341
F135B_HUMAN,0.673200011,0.271699995,0.033599999,0.287299991,0.277700007,0.0035,0.395799994,0.529500008,0.624899983,0.0115
MTEF2_HUMAN,0.145199999,0.1505,0.084299996,0.046399999,0.905900002,0.123899996,0.0277,0.028200001,0.0359,0.0073
CRY2_HUMAN,0.462599993,0.841199994,0.180999994,0.087399997,0.185599998,0.0017,0.0858,0.071999997,0.0548,0.0066
MAP9_HUMAN,0.738900006,0.215200007,0.073799998,0.222499996,0.185100004,0.0035,0.085699998,0.0973,0.295399994,0.019300001
CERKL_HUMAN,0.498899996,0.401300013,0.128999993,0.512899995,0.2852,0.005,0.234400004,0.361000001,0.264200002,0.063699998
C2CD3_HUMAN,0.726000011,0.383899987,0.057100002,0.136299998,0.200900003,0.0121,0.140100002,0.240400001,0.239399999,0.261400014
RIC1_HUMAN,0.539399981,0.385899991,0.047600001,0.216399997,0.051100001,0.0087,0.377099991,0.430999994,0.496499985,0.0053
KMT5B_HUMAN,0.249899998,0.943499982,0.037300002,0.094400004,0.082900003,0.0065,0.032200001,0.024,0.0244,0.0131
LARP7_HUMAN,0.326099992,0.878199995,0.055799998,0.0583,0.0111,0.0081,0.098200001,0.0069,0.0264,0.0008
ERFE_HUMAN,0.206699997,0.168400005,0.886099994,0.258899987,0.141800001,0.0007,0.137199998,0.228599995,0.388000011,0.0076
NAKD2_HUMAN,0.201299995,0.263700008,0.069200002,0.158399999,0.861199975,0.0014,0.089400001,0.123499997,0.190599993,0.0999
SL9C1_HUMAN,0.202099994,0.171200007,0.064300001,0.598100007,0.177300006,0.0155,0.460399985,0.497299999,0.306800008,0.0051
HYDIN_HUMAN,0.666499972,0.388000011,0.057999998,0.354200006,0.151999995,0.023499999,0.092399999,0.0735,0.287600011,0.0019
C27C1_HUMAN,0.180700004,0.180700004,0.058600001,0.134599999,0.891300023,0.0044,0.165399998,0.076499999,0.133100003,0.048999999
PCDP1_HUMAN,0.749499977,0.344300002,0.0218,0.391000003,0.178000003,0.0068,0.161400005,0.107600003,0.231600001,0.030999999
DUS28_HUMAN,0.638800025,0.489800006,0.251300007,0.384600013,0.369399995,0.0003,0.150700003,0.306100011,0.309799999,0.0133
KCD21_HUMAN,0.596300006,0.598100007,0.0572,0.2139,0.198400006,0.0019,0.485100001,0.273000002,0.236699998,0.0069
CCD40_HUMAN,0.667699993,0.280800015,0.111400001,0.132300004,0.143099993,0.0009,0.088500001,0.149700001,0.375699997,0.0011
FBX43_HUMAN,0.439599991,0.766200006,0.0163,0.0625,0.106700003,0.0034,0.078000002,0.0451,0.0295,0.0073
ACSF3_HUMAN,0.119499996,0.158999994,0.114600003,0.184,0.930000007,0.0028,0.112199999,0.158399999,0.144199997,0.0495
PPCEL_HUMAN,0.271400005,0.226699993,0.051600002,0.133000001,0.755500019,0.074100003,0.082500003,0.062899999,0.174199998,0.0261
PTN20_HUMAN,0.716700017,0.486999989,0.0458,0.302700013,0.0858,0.004,0.109800003,0.101800002,0.108099997,0.0196
CDON_HUMAN,0.214000002,0.144800007,0.115599997,0.814899981,0.026000001,0.0024,0.244599998,0.500699997,0.224900007,0.041999999
TM52B_HUMAN,0.165399998,0.145199999,0.0418,0.856000006,0.0744,0.002,0.386900008,0.608299971,0.298200011,0.043200001
TB10B_HUMAN,0.605700016,0.264099985,0.0744,0.550300002,0.156800002,0.001,0.263599992,0.359699994,0.251800001,0.029200001
TPRN_HUMAN,0.789200008,0.379000008,0.107199997,0.278499991,0.145699993,0.0003,0.207000002,0.126100004,0.321500003,0.081799999
ANO6_HUMAN,0.142499998,0.053199999,0.0152,0.861800015,0.200900003,0.0113,0.439300001,0.44780001,0.178200006,0.017100001
PLCH1_HUMAN,0.744400024,0.415399998,0.0495,0.219600007,0.247700006,0.0026,0.295599997,0.098999999,0.146200001,0.055799998
FIL1L_HUMAN,0.75150001,0.308299989,0.088600002,0.332700014,0.113799997,0.0048,0.212899998,0.215599999,0.442200005,0.016899999
ACSF4_HUMAN,0.25060001,0.565999985,0.093099996,0.073799998,0.156299993,0.0025,0.133100003,0.036899999,0.051600002,0.0139
SVEP1_HUMAN,0.253800005,0.199499995,0.896099985,0.192399994,0.164499998,0.016100001,0.369500011,0.181199998,0.252900004,0.0073
DNAL1_HUMAN,0.701300025,0.53670001,0.042199999,0.26730001,0.049699999,0.0054,0.222900003,0.07,0.0999,0.0047
CTXN3_HUMAN,0.249300003,0.186499998,0.119999997,0.388900012,0.132400006,0.0074,0.63499999,0.555299997,0.497500002,0.0239
ARI4B_HUMAN,0.317099988,0.879499972,0.0669,0.125100002,0.036699999,0.0007,0.057399999,0.025599999,0.022299999,0.001
S22A6_HUMAN,0.185599998,0.160899997,0.060699999,0.751399994,0.120399997,0.0003,0.281599998,0.324499995,0.2685,0.250400007
GRAP1_HUMAN,0.678799987,0.328999996,0.052000001,0.278200001,0.092699997,0.0007,0.165199995,0.665300012,0.679899991,0.003
TM119_HUMAN,0.193100005,0.088500001,0.326000005,0.633099973,0.0735,0.0021,0.415399998,0.476000011,0.372999996,0.118100002
MSS51_HUMAN,0.658999979,0.464599997,0.131400004,0.108000003,0.234699994,0.0306,0.132499993,0.145699993,0.355100006,0.0242
FWCH1_HUMAN,0.28670001,0.938899994,0.076800004,0.018300001,0.073899999,0.0029,0.039000001,0.031300001,0.033300001,0.0035
AMOT_HUMAN,0.689199984,0.316500008,0.046500001,0.389699996,0.158600003,0.0016,0.263700008,0.450399995,0.436500013,0.0087
AT134_HUMAN,0.187800005,0.116300002,0.0166,0.606100023,0.112800002,0.0006,0.687399983,0.563300014,0.542500019,0.0173
GREB1_HUMAN,0.360399991,0.924199998,0.092900001,0.0196,0.067100003,0.0017,0.1228,0.047699999,0.037099998,0.0059
FNDC1_HUMAN,0.155399993,0.169799998,0.812900007,0.396600008,0.055399999,0.0114,0.358200014,0.216800004,0.280800015,0.0027
SL9B1_HUMAN,0.1193,0.153699994,0.037300002,0.770099998,0.307200015,0.0061,0.646600008,0.485199988,0.354600012,0.0133
VWA3B_HUMAN,0.584100008,0.555100024,0.1752,0.090499997,0.107299998,0.0117,0.168799996,0.111900002,0.229800001,0.0166
PAN2_HUMAN,0.743499994,0.614099979,0.025699999,0.133100003,0.110399999,0.0104,0.143299997,0.291700006,0.172199994,0.0071
S39AC_HUMAN,0.188500002,0.143900007,0.081,0.739499986,0.126399994,0.0017,0.604399979,0.654900014,0.543299973,0.0396
PKDCC_HUMAN,0.194800004,0.186100006,0.711799979,0.353199989,0.180500001,0.0024,0.482199997,0.281800002,0.742200017,0.0109
ZCPW2_HUMAN,0.311399996,0.904699981,0.026799999,0.042300001,0.0451,0.022600001,0.046999998,0.102799997,0.068999998,0.0102
KR132_HUMAN,0.433099985,0.422300011,0.185100004,0.090899996,0.442099988,0.059599999,0.287,0.082900003,0.0385,0.0284
FA98B_HUMAN,0.638800025,0.627600014,0.071099997,0.144299999,0.074699998,0.0023,0.092100002,0.082199998,0.048099998,0.0002
RHG29_HUMAN,0.744099975,0.280900002,0.045200001,0.386799991,0.149399996,0.0044,0.172299996,0.309799999,0.381300002,0.0145
PDCD4_HUMAN,0.811500013,0.485599995,0.122599997,0.074900001,0.057,0.0107,0.121100001,0.1105,0.341100007,0.003
SEZ6_HUMAN,0.214900002,0.112000003,0.379999995,0.797599971,0.077399999,0.0027,0.338,0.387899995,0.389899999,0.095700003
FND3B_HUMAN,0.229900002,0.115099996,0.171399996,0.783900023,0.0284,0.0151,0.427100003,0.423999995,0.426200002,0.039000001
CRTC2_HUMAN,0.725199997,0.658399999,0.0122,0.25060001,0.0176,0.0009,0.157000005,0.175999999,0.066299997,0.0009
GPAT3_HUMAN,0.100500003,0.148000002,0.0092,0.41960001,0.071999997,0.022,0.915000021,0.323000014,0.374500006,0.0152
CEP55_HUMAN,0.575699985,0.360700011,0.0713,0.192300007,0.138699993,0.0036,0.123000003,0.227699995,0.516799986,0.0107
NCBP3_HUMAN,0.347299993,0.879999995,0.057300001,0.054699998,0.0713,0.0124,0.034899998,0.013,0.035799999,0.0003
MPPE1_HUMAN,0.162699997,0.115800001,0.059599999,0.321799994,0.083700001,0.0078,0.758099973,0.496300012,0.704400003,0.092299998
QORX_HUMAN,0.762300014,0.329400003,0.0154,0.169599995,0.241400003,0.021400001,0.0623,0.118500002,0.092600003,0.004
ZC21C_HUMAN,0.414700001,0.458700001,0.0139,0.108800001,0.159999996,0.0045,0.153500006,0.068800002,0.271200001,0.100400001
NACHO_HUMAN,0.177499995,0.2491,0.118199997,0.144199997,0.143399999,0.0082,0.752600014,0.187199995,0.209900007,0.037500001
HIKES_HUMAN,0.490200013,0.489600003,0.082000002,0.073200002,0.073299997,0.0124,0.399699986,0.299199998,0.060199998,0.106899999
ORML2_HUMAN,0.086999997,0.181999996,0.009,0.136800006,0.166899994,0.054099999,0.885299981,0.403299987,0.481099993,0.048700001
ACSM3_HUMAN,0.147300005,0.126699999,0.082099997,0.135499999,0.938899994,0.0294,0.043400001,0.060400002,0.060199998,0.0482
KLH12_HUMAN,0.748600006,0.533599973,0.093199998,0.096799999,0.0823,0.0051,0.255600005,0.33919999,0.233700007,0.0069
PHLA2_HUMAN,0.647499979,0.314300001,0.065499999,0.418900013,0.230299994,0.0098,0.230100006,0.476799995,0.3671,0.0129
CTL4_HUMAN,0.106799997,0.071500003,0.057,0.888800025,0.196099997,0.020500001,0.518999994,0.551900029,0.446799994,0.047400001
PDLI3_HUMAN,0.639100015,0.290899992,0.0264,0.329899997,0.051199999,0.0024,0.292699993,0.116899997,0.233600006,0.0004
PKHO1_HUMAN,0.662500024,0.326499999,0.054000001,0.645699978,0.166099995,0.0007,0.241799995,0.428299993,0.198599994,0.0152
PAR10_HUMAN,0.688799977,0.4824,0.181400001,0.224199995,0.372099996,0.0003,0.078299999,0.468600005,0.1875,0.032099999
DHB12_HUMAN,0.210899994,0.1734,0.107900001,0.161599994,0.452300012,0.0277,0.772599995,0.1052,0.232500002,0.024
GLE1_HUMAN,0.686100006,0.574199975,0.0801,0.104400001,0.0429,0.0021,0.209800005,0.109099999,0.126599997,0.023499999
UBP39_HUMAN,0.450199991,0.907500029,0.044199999,0.031800002,0.0305,0.0039,0.125100002,0.061000001,0.085199997,0.0017
KLH22_HUMAN,0.740999997,0.395900011,0.069700003,0.169599995,0.164399996,0.0011,0.33070001,0.374599993,0.264699996,0.0099
AGK_HUMAN,0.211500004,0.108999997,0.105899997,0.182400003,0.862299979,0.024599999,0.4102,0.1109,0.225899994,0.1087
SETMR_HUMAN,0.485100001,0.759299994,0.091600001,0.054299999,0.101300001,0.069700003,0.170399994,0.040199999,0.089699998,0.110699996
TYW2_HUMAN,0.745500028,0.644200027,0.0385,0.065300003,0.301800013,0.043099999,0.015699999,0.0233,0.054499999,0.0297
PLA1A_HUMAN,0.210199997,0.132200003,0.887899995,0.44659999,0.117799997,0.0036,0.2315,0.34040001,0.294999987,0.0061
AKIR2_HUMAN,0.372099996,0.906400025,0.0832,0.057500001,0.070600003,0.0005,0.0352,0.107100002,0.021,0.0012
LACB2_HUMAN,0.707400024,0.503499985,0.0218,0.051100001,0.418300003,0.0058,0.100599997,0.085299999,0.094099998,0.0117
P5CR3_HUMAN,0.580799997,0.307599992,0.1197,0.129999995,0.627699971,0.017000001,0.1127,0.162699997,0.252299994,0.0458
CCD92_HUMAN,0.696399987,0.404000014,0.081799999,0.234799996,0.141399994,0.0037,0.113899998,0.153500006,0.252000004,0.005
EIPR1_HUMAN,0.520099998,0.702499986,0.0046,0.093599997,0.046399999,0.0015,0.093900003,0.159999996,0.464300007,0.045699999
UNC50_HUMAN,0.073700003,0.122199997,0.0153,0.158099994,0.134599999,0.0087,0.714600027,0.510200024,0.791899979,0.019200001
BOREA_HUMAN,0.3565,0.907100022,0.041900001,0.043000001,0.0704,0.0052,0.0132,0.0217,0.028100001,0.0005
SMUG1_HUMAN,0.613300025,0.735899985,0.054200001,0.0548,0.247899994,0.0012,0.1426,0.108400002,0.152500004,0.0109
LBH_HUMAN,0.69630003,0.542800009,0.0647,0.1778,0.214399993,0.0272,0.182699993,0.167999998,0.204799995,0.063100003
T4S20_HUMAN,0.220200002,0.1162,0.173500001,0.84890002,0.176599994,0.0099,0.283800006,0.629400015,0.372200012,0.008
FAKD1_HUMAN,0.241899997,0.185000002,0.1127,0.054000001,0.881399989,0.015799999,0.065700002,0.067199998,0.182999998,0.020400001
APRV1_HUMAN,0.577300012,0.536599994,0.5449,0.124499999,0.172000006,0.217600003,0.182300001,0.443599999,0.223900005,0.063600004
BOLA3_HUMAN,0.1175,0.108099997,0.045299999,0.126399994,0.957599998,0.0131,0.045600001,0.046399999,0.076800004,0.022600001
TAF1B_HUMAN,0.270500004,0.912599981,0.0359,0.048999999,0.065499999,0.0074,0.062899999,0.077,0.064999998,0.0057
CYBR1_HUMAN,0.166500002,0.093400002,0.074900001,0.797299981,0.050299998,0.0025,0.340000004,0.715200007,0.693499982,0.0056
IN80D_HUMAN,0.314599991,0.907899976,0.027100001,0.022399999,0.125300005,0.0055,0.034600001,0.0427,0.0243,0.0003
CTSRT_HUMAN,0.70450002,0.312099993,0.082800001,0.1417,0.229699999,0.0113,0.107199997,0.185399994,0.2016,0.073700003
WDR81_HUMAN,0.594200015,0.494800001,0.0165,0.1919,0.429500014,0.040399998,0.202600002,0.552200019,0.306600004,0.023
SGO2_HUMAN,0.31099999,0.957000017,0.020300001,0.098200001,0.059599999,0.0012,0.043699998,0.0147,0.0416,0.0101
CCD93_HUMAN,0.689300001,0.453900009,0.039099999,0.239800006,0.070900001,0.0006,0.117899999,0.2183,0.222599998,0.0009
Z385B_HUMAN,0.370700002,0.789099991,0.041999999,0.030099999,0.0612,0.0015,0.050299998,0.0076,0.0165,0.0013
ESCO2_HUMAN,0.307300001,0.952700019,0.067699999,0.0242,0.140300006,0.0033,0.0495,0.021,0.031800002,0.0078
EAPP_HUMAN,0.414200008,0.856999993,0.0016,0.0451,0.109300002,0.026799999,0.140100002,0.151899993,0.202600002,0.0025
PYDC2_HUMAN,0.585500002,0.421499997,0.363900006,0.115800001,0.227300003,0.0095,0.066200003,0.106200002,0.128900006,0.0016
M3K19_HUMAN,0.664200008,0.359299988,0.0294,0.277700007,0.120300002,0.0021,0.110600002,0.106899999,0.100100003,0.0091
KHDC3_HUMAN,0.623600006,0.656400025,0.163800001,0.064999998,0.212500006,0.0141,0.059300002,0.059500001,0.031800002,0.0116
PAN3_HUMAN,0.714100003,0.42840001,0.115000002,0.167500004,0.0836,0.0119,0.089500003,0.226799995,0.220799997,0.0154
NADL2_HUMAN,0.192300007,0.160699993,0.182899997,0.602199972,0.0469,0.0042,0.404399991,0.4745,0.579299986,0.0089
SDK2_HUMAN,0.218500003,0.119099997,0.171800002,0.85769999,0.0155,0.0022,0.274500012,0.500100017,0.2245,0.0229
PKHG4_HUMAN,0.712700009,0.276199996,0.097900003,0.460200012,0.243399993,0.0003,0.188700005,0.415199995,0.336299986,0.0255
BRDT_HUMAN,0.340000004,0.832700014,0.0174,0.080899999,0.0176,0.0004,0.0902,0.125799999,0.0407,0.0039
AWAT1_HUMAN,0.217399999,0.132599995,0.0087,0.185699999,0.182699993,0.0025,0.929700017,0.193000004,0.261900008,0.0059
DCAF6_HUMAN,0.477600008,0.733299971,0.025800001,0.061000001,0.113600001,0.0014,0.142800003,0.103,0.066500001,0.0111
RUN3A_HUMAN,0.686699986,0.295100003,0.032400001,0.133599997,0.131600007,0.0022,0.268000007,0.389400005,0.372500002,0.0019
TNI3K_HUMAN,0.610800028,0.468699992,0.017200001,0.521300018,0.178299993,0.0085,0.26030001,0.458600014,0.398999989,0.0028
TM41B_HUMAN,0.086599998,0.107100002,0.0152,0.325399995,0.095200002,0.0093,0.682900012,0.550700009,0.50819999,0.058899999
SGMR2_HUMAN,0.098200001,0.423799992,0.036600001,0.098200001,0.106899999,0.0125,0.750899971,0.145999998,0.220400006,0.087300003
ODFP2_HUMAN,0.708000004,0.469900012,0.045600001,0.179299995,0.093699999,0.0145,0.075300001,0.148900002,0.406699985,0.0057
TM128_HUMAN,0.110699996,0.191400006,0.064900003,0.334699988,0.268299997,0.063900001,0.716700017,0.442799985,0.474599987,0.0232
YIF1B_HUMAN,0.1096,0.237900004,0.043000001,0.105700001,0.090599999,0.0209,0.667999983,0.388300002,0.56400001,0.014
AG10A_HUMAN,0.079099998,0.220899999,0.018999999,0.326299995,0.091799997,0.0033,0.857800007,0.168899998,0.465700001,0.0097
ACTMP_HUMAN,0.648100019,0.569400012,0.055300001,0.130999997,0.233500004,0.0042,0.237299994,0.158399999,0.389499992,0.016799999
CAVN4_HUMAN,0.639900029,0.375099987,0.097099997,0.47209999,0.175600007,0.024499999,0.340799987,0.272700012,0.294499993,0.063199997
ZN326_HUMAN,0.332899988,0.970300019,0.0231,0.0133,0.058899999,0.0043,0.049199998,0.0137,0.0062,0.0002
PIRC1_HUMAN,0.610599995,0.276300013,0.254099995,0.211700007,0.336100012,0.0748,0.1171,0.125599995,0.182099998,0.0039
TTMP_HUMAN,0.191300005,0.167300001,0.228300005,0.795000017,0.051800001,0.0038,0.171700001,0.491400003,0.283199996,0.018999999
NOM1_HUMAN,0.362399995,0.872200012,0.240500003,0.0427,0.075599998,0.0005,0.083700001,0.044300001,0.101899996,0.014
FSIP2_HUMAN,0.732200027,0.43900001,0.042399999,0.217899993,0.133699998,0.0149,0.096100003,0.081500001,0.128700003,0.0557
DALD3_HUMAN,0.572600007,0.400700003,0.178800002,0.147499993,0.388900012,0.0048,0.080799997,0.262499988,0.064800002,0.0143
ZC12A_HUMAN,0.638000011,0.421700001,0.047600001,0.090700001,0.234999999,0.0008,0.300000012,0.188199997,0.225299999,0.0017
FILA2_HUMAN,0.562699974,0.464300007,0.377499998,0.249699995,0.078400001,0.0018,0.193599999,0.089599997,0.102499999,0.0092
UROL1_HUMAN,0.2051,0.143099993,0.491400003,0.760800004,0.0704,0.0021,0.311800003,0.389099985,0.301400006,0.101099998
IGS11_HUMAN,0.223100007,0.0964,0.151299998,0.876999974,0.058899999,0.0034,0.217700005,0.473199993,0.261200011,0.033300001
MEST_HUMAN,0.141000003,0.131699994,0.284299999,0.1197,0.488299996,0.153600007,0.784399986,0.550499976,0.498600006,0.145799994
RIPL1_HUMAN,0.661599994,0.293199986,0.0902,0.378600001,0.150800005,0.0189,0.27700001,0.546599984,0.563499987,0.046
PDZ11_HUMAN,0.581700027,0.49090001,0.065800004,0.656400025,0.133000001,0.0098,0.243599996,0.043099999,0.138300002,0.0012
CMPK2_HUMAN,0.226099998,0.201900005,0.055,0.125699997,0.93900001,0.0069,0.122199997,0.111000001,0.147,0.068400003
CENPW_HUMAN,0.218099996,0.736400008,0.068499997,0.057399999,0.136000007,0.0149,0.0348,0.042100001,0.019300001,0.0009
CAR16_HUMAN,0.530600011,0.534200013,0.182899997,0.202399999,0.406800002,0.0062,0.259499997,0.300599992,0.282400012,0.059
DJC21_HUMAN,0.692499995,0.620500028,0.0296,0.077399999,0.0995,0.0023,0.259299994,0.046599999,0.579299986,0.0048
SGO1_HUMAN,0.471799999,0.930400014,0.036899999,0.0845,0.088200003,0.0029,0.066399999,0.0229,0.033,0.0094
ACBG2_HUMAN,0.444799989,0.303499997,0.059999999,0.547599971,0.368499994,0.186700001,0.344500005,0.25999999,0.388999999,0.057599999
ZRAB3_HUMAN,0.317900002,0.911599994,0.084100001,0.028999999,0.092200004,0.0018,0.107000001,0.053599998,0.039999999,0.0008
